Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Score,CLTV,Churn Category,Churn Reason,Total Spend
6778-JFCMK,1,28,Yes,0,0,No,0,United States,California,Van Nuys,91405,34.202494,-118.448048,51348,No,0,-0.3417546089364157,Offer C,0,0.0,No,1,DSL,46,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Mailed Check,-0.47067716096597834,-0.4376015865116246,0.0,0,0.0,1288.75,3,Stayed,32,4806,Unknown,Unknown,0.1608560890812303
5073-RZGBK,0,50,No,0,1,Yes,3,United States,California,West Sacramento,95691,38.627951,-121.593287,19050,Yes,6,0.7177263364014754,Offer B,1,49.18,Yes,1,DSL,76,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,0.5081212721318681,0.7774812094118084,0.0,0,2459.0,6501.2,3,Stayed,26,5823,Unknown,Unknown,0.3646920190948628
8317-BVKSO,1,27,Yes,0,0,No,0,United States,California,Termo,96132,41.027281,-120.669427,72,No,0,-0.7492472802202199,,1,9.19,No,0,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,-1.4860351280674797,-0.8742405930040036,0.0,0,128.66,427.96,5,Stayed,32,5728,Unknown,Unknown,1.1134077780162654
8749-TZYEC,1,38,No,0,1,No,0,United States,California,Yorba Linda,92887,33.884073,-117.732197,20893,Yes,1,1.6142102132258447,,1,13.72,Yes,0,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,-1.328164413051698,-0.17920149529770527,16.26,0,987.84,2845.88,3,Stayed,71,6251,Unknown,Unknown,-2.14393656039116
0761-AETCS,0,58,No,0,0,No,0,United States,California,Colton,92324,34.030915,-117.273201,52202,No,0,-1.2789877528891656,Offer E,1,25.62,No,0,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,-1.5109620830699715,-0.997803099262901,0.0,0,25.62,44.92,2,Churned,92,3236,Attitude,Attitude of support person,1.9325019993263954
3520-FJGCV,1,47,No,0,1,Yes,1,United States,California,San Diego,92120,32.807867,-117.060993,25569,Yes,2,1.6142102132258447,,1,17.3,Yes,1,Fiber Optic,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,1.5899511192400142,2.5799272047302146,0.0,0,1245.6,9372.25,3,Stayed,70,6486,Unknown,Unknown,2.5665153352070935
4043-MKDTV,1,54,No,0,1,No,0,United States,California,Rancho Mirage,92270,33.763678,-116.429928,12465,Yes,10,1.5734609460974642,Offer A,1,37.69,No,1,Fiber Optic,8,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,1.3456669602155942,2.2114902887460954,0.0,0,2675.99,9967.74,5,Stayed,31,6319,Unknown,Unknown,2.1173544083529277
2985-JUUBZ,1,32,No,0,1,Yes,3,United States,California,Dulzura,91917,32.622999,-116.687855,727,Yes,5,0.31023366511767114,Offer B,1,13.86,Yes,1,DSL,75,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.32532360211359457,0.32451430030664663,0.0,0,554.4,3570.15,5,Stayed,64,3718,Unknown,Unknown,0.10092633343298339
8661-BOYNW,0,38,No,0,1,No,0,United States,California,Tollhouse,93667,36.993666,-119.348267,2633,Yes,1,1.6142102132258447,Offer A,1,5.25,Yes,1,DSL,28,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.6526976111463211,1.684010775420166,0.0,0,378.0,6474.45,3,Stayed,44,5046,Unknown,Unknown,1.0535911500605024
2880-FPNAE,1,69,No,1,1,No,0,United States,California,Van Nuys,91405,34.202494,-118.448048,51348,Yes,1,-1.238238485760785,Offer E,1,7.29,No,1,Fiber Optic,14,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,0.31369102311243185,-0.944494703705491,0.0,0,14.58,154.68,4,Joined,32,3170,Unknown,Unknown,-0.38842429745548906
7017-VFULY,0,38,No,0,1,No,0,United States,California,Chatsworth,91311,34.294142,-118.603883,35325,Yes,9,-1.238238485760785,,1,32.86,No,0,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,-1.4843733310673135,-0.9872782214976342,0.0,0,65.72,108.87,3,Joined,26,4158,Unknown,Unknown,1.8380081857644828
8887-IPQNC,0,61,No,0,1,No,0,United States,California,Manhattan Beach,90266,33.889632,-118.39737,33758,Yes,4,-1.0344921501188828,,1,31.43,No,1,DSL,24,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,-0.681725379987076,-0.8679962734912772,0.0,0,220.01,533.46,5,Stayed,58,5014,Unknown,Unknown,0.7052395541334427
9600-NAXZN,1,39,No,0,0,No,0,United States,California,San Diego,92121,32.898613,-117.202937,4258,No,0,0.4324814665028124,,1,49.64,Yes,1,Fiber Optic,27,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.217708591202803,0.9918621577709956,0.0,0,2134.52,6662.52,1,Churned,90,3370,Competitor,Competitor made better offer,0.5266363972964618
5501-TVMGM,1,21,Yes,0,0,No,0,United States,California,Canby,96015,41.486953,-120.913975,417,No,0,-1.2789877528891656,,1,39.19,No,1,DSL,69,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,-0.3161300399505289,-0.981938556048589,0.0,60,39.19,154.44,5,Joined,49,3255,Unknown,Unknown,0.4043264494170891
9342-VNIMQ,1,62,No,0,0,No,0,United States,California,La Honda,94020,37.285677,-122.224165,1622,No,0,0.02498879521900814,Offer C,1,5.91,Yes,1,DSL,5,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-0.33607160395252245,-0.27147620979318904,0.0,0,195.03,1860.23,3,Stayed,58,5201,Unknown,Unknown,-0.00839802449009319
7527-QNRUS,1,33,No,0,1,Yes,3,United States,California,Escondido,92027,33.141265,-116.967221,48690,Yes,8,-0.6269994788350787,Offer D,1,45.24,Yes,0,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,-1.3165318340505352,-0.8242419074356712,0.0,0,769.08,1181.68,3,Stayed,33,3931,Unknown,Unknown,0.8254647738194758
1270-XKUCC,0,24,Yes,0,1,Yes,1,United States,California,San Diego,92122,32.85723,-117.209774,34902,Yes,1,-0.09725900616613313,,1,12.85,No,0,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,-1.4976677070686424,-0.7418742581741596,49.79,0,385.5,934.96,3,Stayed,38,5045,Unknown,Unknown,0.14566167275660755
5307-DZCVC,0,78,No,1,1,No,0,United States,California,Sacramento,95835,38.685069,-121.543709,854,No,0,-0.015760471909372284,Offer C,1,48.95,Yes,1,Fiber Optic,9,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,0.7042133181514708,0.15366707067046032,0.0,0,1566.4,4195.0,3,Churned,74,2431,Price,Extra data charges,-0.011098734218932102
2905-KFQUV,0,61,No,0,1,No,0,United States,California,Moss Beach,94038,37.515556,-122.502311,3064,Yes,9,-1.238238485760785,,1,7.49,No,1,Fiber Optic,14,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.1873944510998066,-0.9380076721268988,0.0,0,14.98,169.78,3,Joined,39,5748,Unknown,Unknown,-0.232039021369798
1764-VUUMT,1,63,No,0,0,Yes,1,United States,California,Spreckels,93962,36.624641,-121.647195,407,No,0,1.3697146104555622,,1,37.94,No,0,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,-1.4893587220678117,-0.446273026683008,0.0,0,2504.04,3773.14,4,Stayed,51,6382,Unknown,Unknown,-2.039996401825707
0336-KXKFK,1,43,No,0,0,No,0,United States,California,Santa Margarita,93453,35.303926,-120.256567,2687,No,0,1.6142102132258447,,0,0.0,No,1,DSL,6,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,-0.11837619693076015,0.9310738176382701,0.0,0,0.0,4390.25,3,Stayed,38,4085,Unknown,Unknown,-0.19108406608846693
3374-LXDEV,0,42,No,0,0,No,0,United States,California,Pearblossom,93553,34.445239,-117.894868,1613,No,0,-0.7899965473486004,Offer D,1,8.59,Yes,1,Fiber Optic,15,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.8188773111629334,-0.5066200721505231,0.0,0,111.67,1244.02,1,Churned,75,2226,Competitor,Competitor had better devices,-0.6469102485208229
7941-RCJOW,1,34,No,0,0,No,0,United States,California,Tehama,96090,40.021787,-122.127576,405,No,0,1.3289653433271817,Offer B,1,44.7,No,0,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,-1.502653098069141,-0.46853634254286997,0.0,0,2905.5,4124.15,5,Stayed,76,4309,Unknown,Unknown,-1.9969738903771093
2923-ARZLG,1,38,No,0,1,Yes,2,United States,California,La Verne,91750,34.144703,-117.770299,35530,Yes,5,-0.9122443487337416,Offer E,1,46.23,No,0,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,-1.4976677070686424,-0.9191467381358086,0.0,0,462.3,659.8399999999999,5,Stayed,69,4890,Unknown,Unknown,1.3662389020543897
8084-OIVBS,0,31,No,0,0,No,0,United States,California,Clarksburg,95612,38.384648,-121.578701,1417,No,0,-0.8714950816053613,Offer D,1,46.49,No,0,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,-1.4876969250676457,-0.9127876820101276,0.0,0,511.39,723.34,4,Stayed,53,3731,Unknown,Unknown,1.296520553115873
0916-KNFAJ,1,37,No,0,1,No,0,United States,California,San Jose,95133,37.371862,-121.860349,26032,Yes,1,1.1659682748136602,Offer B,1,4.69,Yes,1,Cable,4,Yes,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.17077648109814536,0.8589000751431176,0.0,0,286.09000000000003,4512.79,4,Stayed,76,5117,Unknown,Unknown,0.1991199590447522
4504-YOULA,0,42,No,0,1,Yes,3,United States,California,Wilton,95693,38.392559,-121.225093,5889,No,0,0.10648732947576899,Offer C,1,39.11,Yes,1,DSL,23,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,-0.17653909193657447,-0.06331751621346779,0.0,0,1368.85,3505.75,3,Stayed,49,3682,Unknown,Unknown,-0.018799176448403076
1746-TGTWV,1,32,No,0,1,No,0,United States,California,Whittier,90604,33.929704,-118.01208,37887,Yes,1,-1.2789877528891656,Offer E,1,38.89,No,1,Fiber Optic,9,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.35191235411625243,-0.9730685332778611,0.0,0,38.89,114.24,5,Joined,70,3514,Unknown,Unknown,-0.450091591005082
4844-JJWUY,0,65,No,1,0,No,0,United States,California,San Francisco,94121,37.776718,-122.495781,42476,No,0,-1.2789877528891656,Offer E,1,28.82,No,1,Fiber Optic,22,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7058751151516368,-0.9683687450933708,0.0,0,28.82,114.82,1,Churned,82,5359,Competitor,Competitor made better offer,-0.9028056273481729
5647-URDKA,1,27,Yes,0,1,Yes,1,United States,California,Alturas,96101,41.468877,-120.54229,5096,Yes,8,-0.9937428829905025,,1,11.57,No,0,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,-1.4976677070686424,-0.9488414561578129,0.0,0,92.56,222.81,4,Stayed,29,5962,Unknown,Unknown,1.488296624984168
5895-QSXOD,1,42,No,0,0,No,0,United States,California,Alleghany,95910,39.467828,-120.841386,118,No,0,-0.9529936158621221,,1,48.25,No,1,Fiber Optic,24,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.17576187209864347,-0.7161688439256568,0.0,0,434.25,1091.75,3,Stayed,63,3522,Unknown,Unknown,-0.16749994202198207
7602-DBTOU,0,46,No,0,1,No,0,United States,California,San Francisco,94121,37.776718,-122.495781,42476,Yes,2,1.5734609460974642,,1,37.83,No,0,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,-1.5009913010689746,-0.38122619303100264,0.0,0,2685.93,4102.43,4,Stayed,20,4890,Unknown,Unknown,-2.3617511926640526
5687-DKDTV,0,35,No,0,0,No,0,United States,California,Bellflower,90706,33.887676,-118.127289,72893,No,0,-1.1567399515040242,,1,37.66,No,0,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,-1.4760643460664828,-0.9721197497476588,0.0,0,150.64,228.14,3,Churned,76,5984,Attitude,Attitude of support person,1.7074226000857626
3316-UWXUY,1,64,No,0,0,No,0,United States,California,Burbank,91502,34.177267,-118.31003,11517,No,0,0.7177263364014754,Offer B,1,40.83,No,1,Fiber Optic,21,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,0.9551446651765553,1.0887263367846671,0.0,0,2041.5,6789.0,4,Stayed,70,6367,Unknown,Unknown,0.685532481270583
1264-BYWMS,1,40,No,0,0,No,0,United States,California,La Grange,95329,37.666587,-120.411517,1749,No,0,0.9214726720433775,Offer B,1,47.38,Yes,1,Fiber Optic,29,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.0648232671875193,1.3254588599367583,0.0,0,2605.9,7889.85,1,Churned,82,4089,Competitor,Competitor offered more data,0.9812055412692426
9955-QOPOY,1,23,Yes,0,1,No,0,United States,California,Sunnyvale,94089,37.421633,-122.009613,16985,Yes,7,1.4919624118407036,,0,0.0,No,1,DSL,42,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,-0.13167057293208934,0.8750955893563374,0.0,0,0.0,4263.4,4,Stayed,63,5683,Unknown,Unknown,-0.19644754556020727
2074-GUHPQ,0,37,No,0,0,Yes,2,United States,California,Albion,95410,39.225694,-123.717354,1054,No,0,-0.6269994788350787,,1,49.78,Yes,1,Fiber Optic,19,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.9285559131738974,-0.31929048676873034,0.0,0,846.26,2403.11,4,Stayed,41,2347,Unknown,Unknown,-0.5822040736292642
3957-SQXML,0,61,No,0,1,No,0,United States,California,Los Angeles,90068,34.137411,-118.328915,21728,Yes,10,0.06573806234738856,,1,25.21,Yes,0,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,-1.3231790220511994,-0.6116702672038464,0.0,0,857.14,1751.44,3,Stayed,62,5408,Unknown,Unknown,-0.08698322504835837
1989-PRJHP,1,75,No,1,1,No,0,United States,California,Pleasanton,94588,37.685052,-121.912061,28568,Yes,1,-0.2195068075512744,,1,10.6,Yes,1,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.356897745116751,-0.17053005512632188,0.0,0,286.2,2180.15,1,Churned,65,2377,Competitor,Competitor had better devices,-0.07834148465282645
7607-QKKTJ,1,25,Yes,0,1,Yes,2,United States,California,Loma Linda,92354,34.049315,-117.255974,18068,Yes,6,0.5139800007595733,,1,33.45,Yes,1,Fiber Optic,69,No,Yes,Yes,No,No,Yes,Yes,No,One Year,Yes,Credit Card,1.0049985751815391,0.9216301118027689,0.0,60,1505.2500000000002,5934.1,4,Stayed,27,2719,Unknown,Unknown,0.5165491684351775
7486-KSRVI,1,56,No,0,0,No,0,United States,California,Folsom,95630,38.672638,-121.147403,51855,No,0,0.4324814665028124,Offer B,1,39.37,Yes,1,Fiber Optic,23,No,No,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,1.1711782751981514,0.852214460965181,0.0,140,1692.91,6044.46,1,Churned,93,4760,Dissatisfaction,Product dissatisfaction,0.506512897993931
6867-ACCZI,0,34,No,0,1,Yes,3,United States,California,Bethel Island,94511,38.050558,-121.646924,2379,Yes,1,-0.3417546089364157,Offer C,0,0.0,No,1,DSL,75,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,-0.40752887495966567,-0.4731699365275786,0.0,0,0.0,1208.15,3,Stayed,47,3303,Unknown,Unknown,0.13927487129213798
9058-HRZSV,0,77,No,1,1,No,0,United States,California,Baldwin Park,91706,34.098275,-117.967399,76890,Yes,2,1.3289653433271817,,1,38.32,No,1,Fiber Optic,25,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,0.9850570111795457,1.6971172269769133,0.0,0,2490.8,8616.95,4,Stayed,7,5348,Unknown,Unknown,1.3091066290590725
1891-UAWWU,0,79,No,1,1,No,0,United States,California,Johannesburg,93528,35.363339,-117.637641,207,Yes,1,-0.5047516774499374,,1,4.77,Yes,1,Fiber Optic,17,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.8654076271675846,-0.14535419447607156,0.0,0,95.4,2046.4,1,Churned,87,2312,Competitor,Competitor had better devices,-0.4368159514908084
1840-BIUOG,1,23,Yes,0,0,No,0,United States,California,Hayward,94545,37.62984,-122.120843,27311,No,0,-0.5047516774499374,,1,32.5,Yes,1,DSL,52,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,0.1308933530941583,-0.3813585814305657,0.0,0,650.0,2066.2,3,Stayed,73,2989,Unknown,Unknown,-0.06606863954132336
3038-PQIUY,0,39,No,0,0,No,0,United States,California,Dulzura,91917,32.622999,-116.687855,727,No,0,0.22873513086091027,,1,20.14,Yes,1,DSL,13,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.046141706085686136,0.10680157722512142,0.0,0,765.32,3287.7200000000003,4,Stayed,78,4933,Unknown,Unknown,0.010554229179655077
6907-CQGPN,1,40,No,0,0,No,0,United States,California,Oakland,94612,37.809014,-122.269739,11702,No,0,-0.13800827329451357,,0,0.0,No,1,DSL,27,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,-1.0124229830201346,-0.5629292714313635,0.0,0,0.0,1004.75,5,Stayed,65,2555,Unknown,Unknown,0.1397227477302894
0219-QAERP,1,33,No,0,1,No,0,United States,California,Oxnard,93033,34.156629,-119.117218,77791,Yes,2,-0.09725900616613313,,1,9.81,No,0,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,-1.4943441130683104,-0.7518475176079135,0.0,0,294.3,870.95,5,Stayed,74,4006,Unknown,Unknown,0.14533842330723554
8751-EDEKA,0,56,No,0,1,No,0,United States,California,Rancho Santa Fe,92091,32.99356,-117.207121,1072,Yes,7,-0.178757540422894,,1,33.09,No,1,Fiber Optic,19,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,0.8354952811645946,0.06757048148792143,0.0,0,926.52,3360.02,4,Stayed,55,3676,Unknown,Unknown,-0.1493510814959172
5331-RGMTT,1,67,No,1,1,No,0,United States,California,Point Arena,95468,38.911299,-123.609588,1352,No,0,0.8807234049149971,,1,38.48,Yes,1,Fiber Optic,13,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Credit Card,1.1396041321949948,1.3306440722529798,0.0,40,2077.92,7413.619999999999,5,Stayed,34,4011,Unknown,Unknown,1.0036760315619764
5599-HVLTW,0,73,No,1,0,No,0,United States,California,Oakland,94609,37.834341,-122.26437,21097,No,0,-0.7492472802202199,,1,7.34,Yes,1,Fiber Optic,3,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,0.5180920541328647,-0.5393862010423914,32.71,0,102.76,1128.15,4,Stayed,39,3276,Unknown,Unknown,-0.38817906246275585
6892-XPFPU,1,70,No,1,1,No,0,United States,California,Pasadena,91107,34.159007,-118.087353,32369,Yes,3,-0.3417546089364157,Offer C,1,49.76,Yes,1,Fiber Optic,11,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.3124310202122718,0.0677469993540056,0.0,0,1194.24,3628.14,1,Churned,80,2104,Competitor,Competitor offered higher download speeds,-0.448529350068666
1241-FPMOF,1,31,No,0,0,No,0,United States,California,Seal Beach,90740,33.75462,-118.071128,24180,No,0,0.7992248706582362,,1,21.98,No,0,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,-1.4993295040688086,-0.5539709897275934,0.0,0,1142.96,2168.01,4,Stayed,24,5157,Unknown,Unknown,-1.198301428963471
9114-DPSIA,1,22,Yes,0,1,Yes,3,United States,California,Stockton,95205,37.965695,-121.260051,34138,Yes,8,1.6142102132258447,,1,2.73,Yes,1,DSL,59,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,0.5396954151350245,1.531124238658041,0.0,0,196.56,5946.56,3,Stayed,77,4237,Unknown,Unknown,0.8711818511421187
8169-SAEJD,1,79,No,1,1,No,0,United States,California,Lancaster,93535,34.712708,-117.889656,57794,Yes,10,1.4919624118407036,Offer A,0,0.0,No,1,DSL,12,Yes,Yes,No,No,Yes,Yes,Yes,No,Two Year,No,Credit Card,-0.2729233179462098,0.7379632721422218,0.0,40,0.0,3992.65,3,Stayed,28,4162,Unknown,Unknown,-0.4071913316905943
1029-QFBEN,1,27,Yes,0,0,No,0,United States,California,San Diego,92129,32.961064,-117.134917,47224,No,0,-1.2789877528891656,,1,38.44,No,0,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,-1.502653098069141,-0.9976927755965984,0.0,0,38.44,57.99,2,Churned,95,3556,Competitor,Competitor made better offer,1.9218749092713936
2430-RRYUW,1,32,No,0,0,No,0,United States,California,Tecate,91980,32.587557,-116.636816,91,No,0,1.3697146104555622,Offer A,1,11.56,No,1,DSL,30,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Mailed Check,-0.3310862129520241,0.5230748349180427,0.0,0,762.96,4228.66,4,Stayed,20,4621,Unknown,Unknown,-0.453493623200789
2468-SJFLM,1,37,No,0,0,No,0,United States,California,Biggs,95917,39.457388,-121.818201,3169,No,0,-1.2789877528891656,,1,39.55,No,1,Fiber Optic,21,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,0.3170146171127639,-0.9735318926763318,0.0,0,39.55,113.85,5,Joined,64,3063,Unknown,Unknown,-0.4054578127740731
2612-PHGOX,1,47,No,0,1,No,0,United States,California,Graton,95444,38.434362,-122.86891,390,Yes,4,1.2882160761988013,,1,6.59,Yes,1,Cable,20,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,0.37683930911874425,1.1201906464141649,0.0,0,421.76,5240.56,4,Stayed,26,4222,Unknown,Unknown,0.4854504561504159
6088-BXMRG,0,59,No,0,1,Yes,1,United States,California,Cabazon,92230,33.929812,-116.76058,2355,Yes,2,-0.015760471909372284,,1,24.04,Yes,1,Fiber Optic,22,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.1329569441943304,0.3571039113324308,0.0,0,769.28,3858.88,4,Stayed,25,3149,Unknown,Unknown,-0.017855936093503007
4003-FUSHP,1,62,No,0,0,No,0,United States,California,Santa Cruz,95060,36.993451,-122.098858,43192,No,0,-0.5455009445783178,Offer D,1,46.49,No,1,Cable,8,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,-0.10674361792959748,-0.5238967582935081,0.0,0,883.3100000000001,1976.51,3,Stayed,60,5831,Unknown,Unknown,0.05822874440830248
8029-XYPWT,1,72,No,1,1,No,0,United States,California,Anaheim,92806,33.83796,-117.870494,34398,Yes,1,1.5734609460974642,Offer A,1,46.82,Yes,1,Fiber Optic,18,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,1.6713791722481544,2.5313627268238164,0.0,0,3324.22,11340.82,4,Stayed,53,4438,Unknown,Unknown,2.6298498536531776
1087-UDSIH,0,38,No,0,0,No,0,United States,California,Concord,94520,38.013825,-122.039144,36186,No,0,-1.1974892186324047,Offer E,1,13.28,No,0,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,-1.5009913010689746,-0.9799527300551425,0.0,0,39.84,99.59,3,Churned,81,5000,Attitude,Attitude of support person,1.7974209002911228
0815-MFZGM,0,54,No,0,1,No,0,United States,California,Morgan Hill,95037,37.161544,-121.649371,41707,Yes,9,0.391732199374432,,1,1.31,No,1,Fiber Optic,17,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,1.1379423351948288,0.8184333543433288,0.0,0,55.02,4190.02,4,Stayed,76,4545,Unknown,Unknown,0.4457686537271474
5130-IEKQT,1,73,No,1,0,No,0,United States,California,San Francisco,94109,37.794487,-122.42227,56330,No,0,-0.3010053418080353,Offer C,1,46.34,Yes,1,Fiber Optic,22,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,1.3689321182179202,0.16542757349831613,0.0,0,1158.5,3813.75,2,Churned,91,4283,Price,Price too high,-0.41205588015618283
1384-RCUXW,1,58,No,0,0,No,0,United States,California,French Gulch,96033,40.740138,-122.587476,373,No,0,-0.6677487459634591,,1,34.18,Yes,1,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.5247392421335293,-0.45518717892025695,0.0,0,546.88,1795.7800000000002,4,Stayed,24,5183,Unknown,Unknown,-0.35039397089248014
9739-JLPQJ,0,58,No,0,1,Yes,1,United States,California,Long Beach,90822,33.778436,-118.118648,425,Yes,9,1.6142102132258447,,1,33.37,Yes,1,Fiber Optic,16,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,1.7528072252562945,2.819748790538779,47.55,0,2402.64,11025.19,4,Stayed,47,6009,Unknown,Unknown,2.8293993248247644
2946-KIQSP,0,59,No,0,0,No,0,United States,California,Fallbrook,92028,33.362575,-117.299644,42239,No,0,0.10648732947576899,Offer C,0,0.0,No,1,Cable,12,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,-1.0406735320229585,-0.48742375421387296,0.0,30,0.0,1205.85,5,Stayed,66,2553,Unknown,Unknown,-0.11081854528124101
3678-MNGZX,1,45,No,0,1,Yes,3,United States,California,Porter Ranch,91326,34.281911,-118.556218,28067,Yes,1,1.451213144712323,Offer A,1,35.89,No,0,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,-1.4893587220678117,-0.3983484260411641,28.98,0,2440.52,3789.24,3,Stayed,53,4165,Unknown,Unknown,-2.161376954656756
6910-HADCM,0,63,No,0,0,No,0,United States,California,Long Beach,90808,33.823943,-118.111335,37417,No,0,-1.2789877528891656,,1,7.26,No,1,Cable,9,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.3851482941195749,-0.9726272386126508,0.0,0,7.26,83.61,2,Churned,67,5613,Attitude,Attitude of support person,-0.49259995122509054
4872-JCVCA,0,44,No,0,1,No,0,United States,California,Desert Hot Springs,92241,33.832799,-116.250973,5529,Yes,1,1.5734609460974642,Offer A,0,0.0,No,1,DSL,16,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,-0.5703849809759457,0.48428503384605326,0.0,0,0.0,3377.8,3,Stayed,22,4795,Unknown,Unknown,-0.8974784918061957
