Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,Churn Score,CLTV,Churn Category,Churn Reason
1337-BOZWO,1,25,Yes,0,1,Yes,2,United States,California,Canby,96015,41.486953,-120.913975,417,Yes,2,-0.5862502117066982,,0,0.0,No,Yes,DSL,59,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,-0.6102681089799328,-0.6478123002845739,0.0,0,0.0,812.4,5,Stayed,No,35,4003,Unknown,Unknown
0868-VJRDR,1,61,No,0,1,No,0,United States,California,Cassel,96016,40.936285,-121.572692,344,Yes,1,1.2882160761988013,,1,4.76,No,Yes,Fiber Optic,8,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,1.3057838322116073,1.9086738894787545,0.0,0,304.64,6910.1900000000005,4,Stayed,No,36,4337,Unknown,Unknown
6344-SFJVH,0,41,No,0,0,No,0,United States,California,Shasta Lake,96019,40.692523,-122.369876,6277,No,0,-0.5047516774499374,,0,0.0,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,-1.3248408190513656,-0.7830470504382852,0.0,0,0.0,505.95,5,Stayed,No,20,5942,Unknown,Unknown
3950-VPYJB,1,37,No,0,1,Yes,3,United States,California,Chester,96020,40.243494,-121.154733,2664,Yes,7,1.0029712063001384,,1,14.55,No,Yes,DSL,58,Yes,Yes,No,Yes,No,No,No,No,One Year,No,Credit Card,-0.17155370093607614,0.5423594117877351,0.0,70,829.35,4408.75,3,Stayed,No,28,4778,Unknown,Unknown
7321-ZNSLA,1,58,No,0,1,Yes,3,United States,California,Cottonwood,96022,40.336392,-122.448533,12348,No,0,-0.7899965473486004,,0,0.0,No,Yes,DSL,57,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,-0.8046983579993692,-0.7458017806945318,0.0,0,0.0,590.35,3,Stayed,No,27,2898,Unknown,Unknown
8727-JQFHV,1,60,No,0,1,Yes,2,United States,California,Dunsmuir,96025,41.212695,-122.392067,2602,Yes,8,1.0029712063001384,,1,29.64,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,-1.462769970065154,-0.5106799830704583,0.0,0,1689.48,2812.63,3,Stayed,No,68,4937,Unknown,Unknown
9475-NNDGC,1,50,No,0,1,No,0,United States,California,Etna,96027,41.405193,-123.008567,2156,Yes,8,1.5734609460974642,,1,27.16,Yes,Yes,Fiber Optic,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,1.608230886241842,2.5034067097827406,0.0,0,1928.36,9881.61,3,Stayed,No,75,4068,Unknown,Unknown
1355-KUSBG,0,56,No,0,1,Yes,2,United States,California,Fall River Mills,96028,41.017282,-121.468945,1902,Yes,1,-1.0344921501188828,Offer E,1,9.1,Yes,Yes,DSL,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,-0.5305018529719588,-0.851955212410881,0.0,0,63.7,413.5,4,Stayed,No,51,4785,Unknown,Unknown
3688-FTHLT,0,56,No,0,0,No,0,United States,California,Flournoy,96029,39.84784,-122.544556,84,No,0,-0.6677487459634591,,1,42.73,Yes,Yes,DSL,23,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,-0.056889707924613786,-0.5354366137887588,0.0,10,683.68,1760.73,3,Stayed,No,73,3214,Unknown,Unknown
0899-LIIBW,1,21,Yes,0,1,No,0,United States,California,Forks Of Salmon,96031,41.232128,-123.194748,170,Yes,8,0.06573806234738856,,1,33.55,Yes,Yes,Fiber Optic,41,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,1.1994288242009752,0.5502585862950004,0.0,0,1140.6999999999998,4668.0,5,Stayed,No,76,5891,Unknown,Unknown
1384-RCUXW,1,58,No,0,0,No,0,United States,California,French Gulch,96033,40.740138,-122.587476,373,No,0,-0.6677487459634591,,1,34.18,Yes,Yes,Fiber Optic,8,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.5247392421335293,-0.45518717892025695,0.0,0,546.88,1795.7800000000002,4,Stayed,No,24,5183,Unknown,Unknown
5825-XJOCM,1,39,No,0,0,Yes,3,United States,California,Gazelle,96034,41.411315,-122.697236,392,No,0,0.6362278021447145,,1,26.24,Yes,Yes,Cable,53,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,-0.012021188920128179,0.3331636757447694,0.0,0,1259.52,4294.87,4,Stayed,No,45,2545,Unknown,Unknown
6848-YLDFR,1,54,No,0,1,Yes,2,United States,California,Gerber,96035,40.03194,-122.176023,3357,Yes,9,1.0437204734285188,,1,35.35,No,Yes,DSL,29,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,0.3469269631157543,0.8916000098352046,0.0,0,2050.3,6351.1,4,Stayed,No,46,4559,Unknown,Unknown
8125-QPFJD,0,36,No,0,1,No,0,United States,California,Greenview,96037,41.528541,-122.955018,295,Yes,7,1.6142102132258447,,1,1.34,Yes,Yes,DSL,19,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,0.6693155811479823,1.6702644465988639,0.0,0,96.48,6161.78,4,Stayed,No,65,4447,Unknown,Unknown
2320-YKQBO,0,51,No,0,0,No,0,United States,California,Grenada,96038,41.599978,-122.539381,616,No,0,-1.0344921501188828,,1,7.32,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,-1.5109620830699715,-0.9423544245792209,0.0,0,51.24,196.19,5,Stayed,No,57,4764,Unknown,Unknown
4973-RLZVI,0,52,No,0,0,No,0,United States,California,Hornbrook,96044,41.962127,-122.527696,1026,No,0,-0.09725900616613313,,1,4.22,No,Yes,DSL,13,Yes,Yes,Yes,Yes,Yes,No,No,No,One Year,No,Credit Card,0.32864719611392706,0.012452777803148901,0.0,50,126.6,2485.2,3,Stayed,No,59,5616,Unknown,Unknown
7869-ZYDST,1,33,No,0,1,No,0,United States,California,Hyampom,96046,40.648024,-123.465088,268,No,0,-0.056509739037752714,,1,28.72,Yes,Yes,Cable,21,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,-0.18983346793790365,-0.1754504906434173,0.0,0,890.3199999999999,2773.12,5,Stayed,No,59,5841,Unknown,Unknown
1215-EXRMO,1,32,No,0,1,No,0,United States,California,Junction City,96048,40.913192,-123.06597,734,Yes,4,0.7177263364014754,,1,46.91,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,-1.4694171580658184,-0.5351718369896326,0.0,0,2345.5,3413.15,3,Stayed,No,78,4745,Unknown,Unknown
2305-MRGLV,1,31,No,0,1,No,0,United States,California,Klamath River,96050,41.816595,-122.948287,482,Yes,10,-0.178757540422894,,1,21.91,No,Yes,Fiber Optic,5,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.39179548212023946,-0.09487008477600768,0.0,0,613.48,2678.88,3,Stayed,No,71,2085,Unknown,Unknown
8404-VIOMB,0,52,No,0,0,No,0,United States,California,Lakehead,96051,40.883853,-122.418258,1236,No,0,1.3697146104555622,,0,0.0,No,Yes,DSL,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,-0.07516947492644105,0.8190511668746231,0.0,0,0.0,4136.4,4,Stayed,No,57,4165,Unknown,Unknown
2359-KLTEK,0,25,Yes,0,1,Yes,3,United States,California,Lookout,96054,41.280478,-121.160249,386,Yes,2,0.35098293224605154,,1,43.19,No,Yes,Fiber Optic,59,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1.001674981181207,0.6917817854279589,0.0,0,1770.79,5618.79,3,Stayed,No,53,3539,Unknown,Unknown
2673-ZALNP,0,29,Yes,0,0,No,0,United States,California,Mcarthur,96056,41.10831,-121.360362,1554,No,0,-1.0344921501188828,Offer E,1,16.2,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,-1.491020519067978,-0.929909915020289,0.0,0,113.4,286.55,3,Stayed,No,46,2750,Unknown,Unknown
9184-GALIL,0,26,Yes,0,1,Yes,2,United States,California,Mccloud,96057,41.251322,-122.105209,1586,Yes,6,0.22873513086091027,,1,2.86,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,-1.4727407520661506,-0.6615586291058763,0.0,0,108.68,889.93,4,Stayed,No,43,5587,Unknown,Unknown
4393-RYCRE,1,25,Yes,0,0,No,0,United States,California,Macdoel,96058,41.769709,-121.92063,816,No,0,0.47323073363119283,,1,38.33,No,Yes,Fiber Optic,41,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,1.3722557122182522,0.9842718895293777,0.0,0,1686.52,6197.32,3,Stayed,No,60,4588,Unknown,Unknown
9746-MDMBK,1,58,No,0,1,Yes,1,United States,California,Manton,96059,40.426679,-121.850421,598,Yes,7,0.5954785350163341,,1,9.19,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,1.6182016682428386,1.3403966843541286,0.0,0,431.93,5749.7300000000005,3,Stayed,No,35,3729,Unknown,Unknown
3162-ZJZFU,1,25,Yes,0,1,Yes,2,United States,California,Mill Creek,96061,40.331975,-121.460674,78,Yes,5,0.8399741377866167,,1,24.33,No,Yes,Fiber Optic,52,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.9235705221733989,1.1028257013381375,0.0,0,1289.49,6068.94,3,Stayed,No,27,4700,Unknown,Unknown
8404-GFGCZ,1,49,No,0,1,No,0,United States,California,Millville,96062,40.531257,-122.148139,830,Yes,7,-1.1567399515040242,Offer E,1,10.13,Yes,Yes,DSL,3,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0278619390838584,-0.8959522905323527,0.0,0,40.52,290.62,4,Stayed,No,44,4552,Unknown,Unknown
3521-MNKLV,1,25,Yes,0,0,No,0,United States,California,Nubieber,96068,41.082472,-121.195215,240,No,0,-0.3417546089364157,,1,38.68,No,Yes,DSL,73,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,-0.5005895069689685,-0.49097617626881623,0.0,0,928.32,2096.12,5,Stayed,No,48,5832,Unknown,Unknown
2533-TIBIX,1,59,No,0,1,Yes,2,United States,California,Oak Run,96069,40.689243,-122.037023,829,Yes,8,-0.7084980130918396,,0,0.0,No,Yes,Cable,16,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-1.1486903370337564,-0.7990660467854207,0.0,0,0.0,469.65,4,Stayed,No,78,5825,Unknown,Unknown
5092-STPKP,0,45,No,0,0,No,0,United States,California,Platina,96076,40.367964,-122.937379,215,No,0,-0.3417546089364157,,1,30.18,No,Yes,DSL,4,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,-0.27957050594687416,-0.39680389471292793,0.0,0,724.3199999999999,2105.52,4,Stayed,No,42,5128,Unknown,Unknown
0114-PEGZZ,0,39,No,0,0,No,0,United States,California,Round Mountain,96084,40.923558,-122.059933,459,No,0,0.02498879521900814,,1,49.69,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,1.422109622223236,0.6024196157228634,0.0,0,1639.77,5285.27,3,Stayed,No,33,4800,Unknown,Unknown
3359-DSRKA,0,48,No,0,1,Yes,3,United States,California,Scott Bar,96085,41.737962,-123.07557,88,Yes,9,1.0437204734285188,Offer B,1,11.81,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,-1.4926823160681442,-0.4949257635224489,0.0,0,684.98,1843.83,4,Stayed,No,46,6440,Unknown,Unknown
8639-NHQEI,0,26,Yes,0,1,Yes,3,United States,California,Seiad Valley,96086,41.924174,-123.260788,332,Yes,9,1.6142102132258447,,1,11.85,Yes,Yes,Fiber Optic,59,Yes,Yes,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,1.0349109211845293,2.0625092097710818,0.0,0,853.1999999999999,7807.349999999999,3,Stayed,No,30,4213,Unknown,Unknown
7161-DFHUF,0,55,No,0,1,No,0,United States,California,Shasta,96087,40.617614,-122.512861,528,Yes,4,1.5734609460974642,,1,21.19,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,-1.3597385560548543,-0.2684312766032377,0.0,0,1504.49,3176.59,5,Stayed,No,77,6166,Unknown,Unknown
3720-DBRWL,1,20,Yes,0,1,No,0,United States,California,Tehama,96090,40.021787,-122.127576,405,Yes,5,0.7584756035298558,Offer B,1,6.89,No,Yes,Cable,41,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.6344178441444933,0.8943801662260299,0.0,0,351.39,4658.490000000001,3,Stayed,No,53,5703,Unknown,Unknown
4994-OBRSZ,1,24,Yes,0,0,Yes,3,United States,California,Weed,96094,41.465121,-122.380947,5896,No,0,-0.7492472802202199,,1,36.73,No,Yes,Cable,52,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.37683930911874425,-0.5408424734375856,0.0,0,514.2199999999999,1569.02,3,Stayed,No,33,2045,Unknown,Unknown
0562-FGDCR,0,61,No,0,1,Yes,3,United States,California,Whitmore,96096,40.637105,-121.906949,843,Yes,9,1.6142102132258447,,1,21.84,Yes,Yes,DSL,30,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,0.32532360211359457,1.3901967873231162,0.0,0,1572.48,7003.129999999999,3,Stayed,No,25,4703,Unknown,Unknown
2436-QBZFP,0,53,No,0,1,Yes,1,United States,California,Yreka,96097,41.764869,-122.671316,9538,Yes,4,-0.42325314319317653,,0,0.0,No,Yes,DSL,19,No,Yes,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,-0.8495668770038544,-0.6312637503391858,0.0,50,0.0,899.9,4,Stayed,No,25,3288,Unknown,Unknown
3420-YJLQT,0,45,No,0,0,No,0,United States,California,Alturas,96101,41.468877,-120.54229,5096,No,0,-1.238238485760785,Offer E,1,25.56,Yes,Yes,Fiber Optic,6,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.4915033021302069,-0.9393536208557904,0.0,0,51.12,202.87,4,Joined,No,24,5965,Unknown,Unknown
6040-CGACY,0,48,No,0,0,No,0,United States,California,Blairsden Graeagle,96103,39.783747,-120.661032,1839,No,0,-0.7084980130918396,,1,39.87,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,-1.5009913010689746,-0.8741964635374825,0.0,0,598.05,897.4499999999999,5,Stayed,No,35,3195,Unknown,Unknown
6582-PLFUU,1,40,No,0,1,Yes,1,United States,California,Cedarville,96104,41.505916,-120.152505,857,Yes,1,0.7584756035298558,Offer B,1,28.96,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,-1.502653098069141,-0.5267431088841149,0.0,0,1476.96,2563.71,4,Stayed,No,40,5974,Unknown,Unknown
8242-PDSGJ,1,47,No,0,1,No,0,United States,California,Chilcoot,96105,39.872961,-120.198876,650,Yes,1,1.5327116789690838,,0,0.0,No,Yes,DSL,18,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,-0.8512286740040206,0.18197612344370417,0.0,0,0.0,2692.75,3,Stayed,No,60,5840,Unknown,Unknown
0264-CNITK,0,45,No,0,1,Yes,2,United States,California,Clio,96106,39.745805,-120.580882,88,Yes,1,1.5734609460974642,,1,31.03,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,-1.4843733310673135,-0.393097019525161,0.0,0,2203.13,3592.73,3,Stayed,No,23,5043,Unknown,Unknown
0089-IIQKO,0,35,No,0,1,Yes,3,United States,California,Coleville,96107,38.42528,-119.475741,1332,Yes,1,0.2694843979892907,,1,24.38,Yes,Yes,Fiber Optic,53,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,1.1695164781979852,0.6562134354120048,0.0,0,950.82,4718.22,3,Stayed,No,43,4447,Unknown,Unknown
7839-NUIAA,0,27,Yes,0,1,Yes,1,United States,California,Davis Creek,96108,41.750354,-120.403885,104,Yes,1,1.1659682748136602,Offer B,1,26.7,Yes,Yes,DSL,30,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,-0.16490651293541178,0.6006544370620219,0.0,100,1628.7,5370.2,3,Stayed,No,53,5381,Unknown,Unknown
6075-QMNRR,0,33,No,0,0,No,0,United States,California,Doyle,96109,40.012675,-120.101857,1177,No,0,0.7992248706582362,Offer B,1,38.93,No,Yes,DSL,8,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-0.4989277099688025,0.11260460207263753,0.0,0,2024.36,4559.91,3,Stayed,No,26,6334,Unknown,Unknown
5966-EMAZU,1,27,Yes,0,1,No,0,United States,California,Fort Bidwell,96112,41.932207,-120.135941,231,Yes,1,1.2882160761988013,Offer B,1,4.01,Yes,Yes,Fiber Optic,71,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,1.4536837652263923,2.0301623108111633,0.0,0,256.64,7137.490000000001,3,Stayed,No,22,4576,Unknown,Unknown
0440-EKDCF,1,47,No,0,1,No,0,United States,California,Herlong,96113,40.198234,-120.18089,946,Yes,1,1.2067175419420404,Offer B,1,33.7,No,Yes,Cable,15,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,-0.15327393393424887,0.6499470511660178,0.0,0,2089.4,5842.6,5,Stayed,No,80,4404,Unknown,Unknown
4774-HHGGS,1,64,No,0,1,No,0,United States,California,Janesville,96114,40.294034,-120.512622,3093,Yes,1,-0.09725900616613313,,1,11.38,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,-1.5192710680708021,-0.7249726724966034,0.0,0,341.40000000000003,978.95,4,Stayed,No,28,2347,Unknown,Unknown
8180-AKMJV,0,27,Yes,0,0,No,0,United States,California,Litchfield,96117,40.507272,-120.338228,385,No,0,-1.2789877528891656,Offer E,1,23.04,No,Yes,Cable,82,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,-0.6717545979860794,-0.9866604089663397,0.0,0,23.04,67.59,5,Joined,No,45,5825,Unknown,Unknown
4298-OYIFC,1,59,No,0,1,No,0,United States,California,Loyalton,96118,39.637471,-120.226338,1822,Yes,1,-0.7084980130918396,,1,18.6,Yes,Yes,Fiber Optic,13,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,1.285842268209614,-0.32681456081056676,0.0,140,279.0,1958.8,5,Stayed,No,53,5640,Unknown,Unknown
5566-SOEZD,1,47,No,0,1,Yes,3,United States,California,Madeline,96119,41.042003,-120.506086,85,Yes,1,-0.2195068075512744,,1,15.71,No,Yes,Fiber Optic,53,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,0.5280628361338618,-0.031169199852893972,0.0,0,424.17,2633.92,3,Stayed,No,31,5856,Unknown,Unknown
9842-EFSYY,0,31,No,0,0,Yes,3,United States,California,Markleeville,96120,38.735789,-119.85798,957,No,0,-1.1567399515040242,Offer E,0,0.0,No,Yes,Cable,52,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,-0.25131995694405,-0.9075804049606454,0.0,0,0.0,223.75,3,Stayed,No,26,2421,Unknown,Unknown
2272-WUSPA,0,48,No,0,1,No,0,United States,California,Milford,96121,40.181279,-120.392967,481,Yes,1,1.6142102132258447,,1,39.74,Yes,Yes,Fiber Optic,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,1.5284646302338678,2.414463770009595,0.0,0,2861.28,10612.98,4,Stayed,No,34,4848,Unknown,Unknown
0930-EHUZA,0,33,No,0,0,No,0,United States,California,Calpine,96124,39.672813,-120.456699,322,No,0,0.14723659660414942,,1,44.87,No,Yes,Cable,8,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,0.3851482941195749,0.14384826436953005,0.0,0,1615.32,4221.67,5,Stayed,No,38,4771,Unknown,Unknown
9975-SKRNR,1,24,Yes,0,0,No,0,United States,California,Sierraville,96126,39.559709,-120.345639,227,No,0,-1.2789877528891656,Offer E,1,49.51,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,-1.5242564590713006,-0.9979796171289852,0.0,0,49.51,68.41,4,Joined,No,69,4480,Unknown,Unknown
4973-MGTON,0,33,No,0,1,No,0,United States,California,Topaz,96133,38.636052,-119.489162,116,No,0,1.5734609460974642,,1,3.09,No,Yes,DSL,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,0.6526976111463211,1.6279001587386706,0.0,0,219.39,6188.6900000000005,5,Stayed,No,21,5619,Unknown,Unknown
3682-YEUWS,1,27,Yes,0,1,Yes,1,United States,California,Tulelake,96134,41.813521,-121.492666,2595,Yes,4,-0.9122443487337416,,1,4.16,Yes,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,-1.341458789053027,-0.8942753708045533,0.0,0,41.6,295.5,5,Stayed,No,54,4458,Unknown,Unknown
1223-UNPKS,1,55,No,0,1,Yes,1,United States,California,Wendel,96136,40.345949,-120.081187,162,Yes,4,-0.5047516774499374,,1,3.87,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,-1.4860351280674797,-0.8298022202173215,0.0,0,77.4,477.4,4,Stayed,No,24,4328,Unknown,Unknown
3446-QDSZF,0,57,No,0,0,No,0,United States,California,Homewood,96141,39.117018,-120.212535,858,No,0,-1.1567399515040242,Offer E,1,38.96,No,Yes,DSL,10,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,-0.3078210549496983,-0.9059917441658881,0.0,0,155.84,383.19,4,Stayed,No,66,2328,Unknown,Unknown
7379-FNIUJ,1,49,No,0,0,No,0,United States,California,Olympic Valley,96146,39.191797,-120.212401,942,No,0,-1.238238485760785,Offer E,1,22.56,No,Yes,Fiber Optic,15,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,1.1778254631988159,-0.9187230952572066,0.0,10,45.12,253.62,3,Joined,No,23,4855,Unknown,Unknown
1627-AFWVJ,0,30,No,0,0,No,0,United States,California,Tahoe Vista,96148,39.24124,-120.054765,678,No,0,-0.13800827329451357,,1,15.06,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,-1.5076384890696393,-0.7617325181086253,0.0,0,436.74,990.99,3,Stayed,No,35,2265,Unknown,Unknown
4486-EFAEB,1,56,No,0,0,No,0,United States,California,Los Angeles,90002,33.949255,-118.246978,44586,No,0,-0.7899965473486004,,1,46.92,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,-1.4744025490663168,-0.8952682838012767,0.0,0,609.96,861.61,5,Stayed,No,54,2486,Unknown,Unknown
0060-FUALY,0,60,No,0,1,No,0,United States,California,Los Angeles,90003,33.964131,-118.272783,58198,Yes,4,1.0844697405568993,Offer B,1,16.39,Yes,Yes,Fiber Optic,14,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.9966895901807084,1.4638929964132443,0.0,0,967.01,6564.66,3,Stayed,No,26,5238,Unknown,Unknown
6954-OOYZZ,1,41,No,0,1,No,0,United States,California,Los Angeles,90006,34.048013,-118.293953,62784,Yes,10,-0.5862502117066982,Offer D,1,45.92,No,Yes,DSL,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,-0.6784017859867437,-0.6673837186866529,0.0,0,826.5600000000001,1594.61,3,Stayed,No,44,2935,Unknown,Unknown
7088-FBAWU,0,22,Yes,0,1,Yes,2,United States,California,Los Angeles,90007,34.027337,-118.28515,45025,Yes,8,-0.6269994788350787,Offer D,1,44.9,No,Yes,DSL,47,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,0.32532360211359457,-0.4697940323387195,0.0,0,763.3,1979.1,3,Stayed,No,22,4451,Unknown,Unknown
8313-AFGBW,1,55,No,0,1,No,0,United States,California,Los Angeles,90008,34.008293,-118.346766,30852,Yes,10,0.5954785350163341,Offer B,1,14.14,No,Yes,DSL,28,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,0.2937494591104381,0.5482065661017721,0.0,0,664.58,4187.2300000000005,4,Stayed,No,51,4795,Unknown,Unknown
3097-IDVPU,1,51,No,0,1,Yes,2,United States,California,Los Angeles,90012,34.065875,-118.238728,30596,Yes,10,-0.5455009445783178,Offer D,1,9.47,Yes,Yes,DSL,13,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,-0.48729513096763954,-0.6045433583606993,0.0,120,179.93,1210.38,5,Stayed,No,76,5749,Unknown,Unknown
2303-PJYHN,0,27,Yes,0,1,No,0,United States,California,Los Angeles,90015,34.039224,-118.266293,15140,Yes,8,-1.238238485760785,Offer E,1,36.05,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,-1.4926823160681442,-0.9833727637105226,0.0,0,72.1,124.1,5,Joined,No,80,4107,Unknown,Unknown
9795-VOWON,1,23,Yes,0,0,No,0,United States,California,Los Angeles,90016,34.028331,-118.354338,46984,No,0,-1.0344921501188828,Offer E,0,0.0,No,Yes,Cable,48,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,-1.343120586053193,-0.9397507860544798,0.0,0,0.0,150.85,4,Stayed,No,26,4665,Unknown,Unknown
1237-WIYYZ,0,49,No,0,0,No,0,United States,California,Los Angeles,90017,34.052842,-118.264495,20692,No,0,-0.5862502117066982,Offer D,1,10.67,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,-1.502653098069141,-0.8345461378683328,0.0,0,192.06,581.31,4,Stayed,No,28,2386,Unknown,Unknown
1987-AUELQ,0,46,No,0,1,No,0,United States,California,Los Angeles,90018,34.028735,-118.317236,47143,No,0,1.5734609460974642,,1,44.84,Yes,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,-1.3198554280508674,-0.17946627209683144,0.0,0,3183.6400000000003,5057.34,5,Stayed,No,52,6334,Unknown,Unknown
4822-LPTYJ,1,38,No,0,1,No,0,United States,California,Los Angeles,90021,34.029043,-118.239504,3012,Yes,8,1.6142102132258447,,1,16.5,Yes,Yes,Fiber Optic,22,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,1.2958130502106107,2.235518783266799,0.0,130,1188.0,8664.2,4,Stayed,No,45,4655,Unknown,Unknown
